id,question,correct_answer,target_option,initial_prediction,attacked_prediction,initial_correct_prob,initial_target_prob,attacked_correct_prob,attacked_target_prob,changed,flipped_to_target,flipped_to_other,eligible,target_probability_lift,initial_A_prob,initial_B_prob,initial_C_prob,initial_D_prob,initial_E_prob,attacked_A_prob,attacked_B_prob,attacked_C_prob,attacked_D_prob,attacked_E_prob
57f92025d860e32c4e780c0d51c1c20c,What would vinyl be an odd thing to replace?,E,A,B,A,2e-08,5e-08,0.01356934,0.95128424,True,True,False,False,0.95128418,5e-08,1.0,0.0,0.0,2e-08,0.95128424,0.02872629,9.64e-06,0.0064097,0.01356934
81eb4b2ee66edd8bc91ee944697c4e9f,"If you want harmony, what is something you should try to do with the world?",D,A,D,D,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
d807e7ae60976324920c8d29eb42dad6,Where does a heifer's master live?,A,C,A,C,0.99999475,0.0,0.0001582,0.99834039,True,True,False,True,0.99834038,0.99999475,1.1e-07,0.0,2.4e-07,1.07e-06,0.0001582,3.1e-07,0.99834039,1.1e-07,0.00150094
7ea9f721ffc662918bb0c0937a487f04,Aside from water and nourishment what does your dog need?,D,B,D,D,0.9999994,0.0,0.99998319,7e-08,False,False,False,True,7e-08,0.0,0.0,0.0,0.9999994,6.5e-07,3e-08,7e-08,0.0,0.99998319,1.67e-05
fc1d33a2301a30214523c12573f81aba,Janet was watching the film because she liked what?,C,A,C,E,0.9999634,7e-08,0.17774465,0.17774465,True,False,True,True,0.17774458,7e-08,1.07e-06,0.9999634,0.0,3.536e-05,0.17774465,0.02405512,0.17774465,5.963e-05,0.62038979
3b8e1d236f5169b6c833a994d6d9c39a,What are you waiting alongside with when you're in a reception area?,D,B,D,B,0.93928429,2.9e-07,5e-07,0.99999309,True,True,False,False,0.9999928,2.9e-07,2.9e-07,0.06004644,0.93928429,0.00066706,6.14e-06,0.99999309,2.4e-07,5e-07,0.0
c5c4166f2ed3c2b3517b79e6848e9ae2,When drinking booze what can you do to stay busy?,D,E,E,E,8.9e-07,0.83521666,0.0,1.0,False,False,False,False,0.16478334,0.1451389,0.01964241,1.15e-06,8.9e-07,0.83521666,0.0,0.0,0.0,0.0,1.0
6dc5b2884737e66543ce65f8dc40c992,A fencing thrust with a sharp sword towards a person would result in what?,E,B,E,E,0.9999994,0.0,0.99979619,3.9e-07,False,False,False,True,3.9e-07,6.5e-07,0.0,0.0,0.0,0.9999994,0.00020343,3.9e-07,0.0,0.0,0.99979619
8af63d58cc35061dec38e5448c325988,"Unlike a spider and his many sight seers, people only have what?",E,D,B,D,0.01797842,7.74e-06,3.536e-05,0.9999646,True,True,False,False,0.99995685,2.85e-06,0.98158825,0.00042281,7.74e-06,0.01797842,1e-08,0.0,0.0,0.9999646,3.536e-05
768fb09deab56046e1565b6a2556ad5c,Where do adults use glue sticks?,D,C,D,A,0.99806659,6.13e-06,0.07251747,0.04398407,True,False,True,True,0.04397793,0.00192672,7e-08,6.13e-06,0.99806659,5e-07,0.8834436,1.476e-05,0.04398407,0.07251747,4.011e-05
cd639cf3ff82f825ace7dd2b087562bd,What could go on top of wood?,D,A,C,A,0.2226727,5.818e-05,7e-08,0.99999988,True,True,False,False,0.99994171,5.818e-05,2.26e-06,0.77720411,0.2226727,3.529e-05,0.99999988,1e-08,1e-08,7e-08,0.0
8d79cc5e4eea11f50fab18fdea20fd4f,"The artist was sitting quietly pondering, then suddenly he began to paint when what struck him?",C,B,C,C,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
e5ad2184e37ae88b2bf46bf6bc0ed2f4,"Though the thin film seemed fragile, for it's intended purpose it was actually nearly what?",D,E,D,E,0.9997384,2e-08,0.22267875,0.77722521,True,True,False,True,0.77722519,0.00026119,3.9e-07,1e-08,0.9997384,2e-08,9.592e-05,1.1e-07,0.0,0.22267875,0.77722521
b8b287b6277fccd4b7c9c72577177328,Where could you find a toilet that only friends can use?,D,C,D,C,0.98593024,3e-08,0.00015843,0.99980025,True,True,False,True,0.99980021,6.06e-06,1.1e-07,3e-08,0.98593024,0.01406354,2.753e-05,8.3e-07,0.99980025,0.00015843,1.3e-05
f646f3e064f06423fc25b98500796cf0,"What is someone who isn't clever, bright, or competent called?",E,C,C,C,0.0,0.99999964,1e-08,1.0,False,False,False,False,3.6e-07,0.0,0.0,0.99999964,3.1e-07,0.0,0.0,0.0,1.0,0.0,1e-08
b0f7d7978ac41c465108a92660d70e84,When wildlife reproduce we often refer to what comes out as what?,D,B,D,D,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54075de8b8b89ecef2e4eb4eaee2713d,"The weasel was becoming a problem, it kept getting into the chicken eggs kept in the what?",B,C,B,B,1.0,0.0,0.99999094,0.0,False,False,False,True,0.0,0.0,1.0,0.0,0.0,0.0,7.89e-06,0.99999094,0.0,6.5e-07,6.5e-07
65435b996ce9d1685bebb74b49c1ba7f,Blue read material outside of his comfort zone because he wanted to gain what?,A,D,A,D,0.99999964,0.0,0.26884159,0.73078718,True,True,False,True,0.73078718,0.99999964,3.9e-07,1e-08,0.0,2e-08,0.26884159,5.47e-05,1.65e-06,0.73078718,0.00031478
9889e5389917d812c09d6e5d382d333d,After he got hired he hoped for success at his what?,B,A,B,B,0.99998319,1.67e-05,0.9980698,0.00192673,False,False,False,True,0.00191003,1.67e-05,0.99998319,1e-08,1e-08,7e-08,0.00192673,0.9980698,1.6e-07,3.9e-07,2.9e-06
a651ffa44ac5febf0aede6748899b981,Committing perjury is a serious what?,B,A,B,B,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3e-08
bdcfbe2132295d437e4c5701085f19c0,If you are prone to postpone work what will you have to do in order to finish on time?,B,E,D,E,9.61e-05,5e-08,0.0,0.99999988,True,True,False,False,0.99999983,3e-08,9.61e-05,0.0,0.99990393,5e-08,1e-08,0.0,0.0,5e-08,0.99999988
8d3dc21a53523850ec80771daaa5ff20,James wanted to find an old underground map from the 50s.  Where might he look for one?,A,B,A,A,0.99999535,5e-08,0.99999928,5e-07,False,False,False,True,4.5e-07,0.99999535,5e-08,1.76e-06,0.0,2.9e-06,0.99999928,5e-07,1.9e-07,0.0,4e-08
a80ee7775e934c423012fe98e20ba28b,"Sean was in a rush to get home, but the light turned yellow and he was forced to do what?",E,C,E,E,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
48a315cfa3ce11f7a9d615bc854331d5,Where would a person be doing when having to wait their turn?,D,C,D,D,0.99999988,0.0,0.99990726,7e-08,False,False,False,True,7e-08,4e-08,5e-08,0.0,0.99999988,1e-08,7.484e-05,1.301e-05,7e-08,0.99990726,4.78e-06
4acd496cc78d96c2431279a5fd87de7c,"She was always helping at the senior center, it brought her what?",E,C,E,E,0.90465051,0.0,0.99987663,0.0,False,False,False,False,0.0,0.09534946,1e-08,0.0,2e-08,0.90465051,0.00012339,1e-08,0.0,0.0,0.99987663
91e0f4ab62c9d2fd440d73a3f5308d96,"The lock kept the steering wheel from moving, but the thief still took his chances and began to work on the what?",C,A,C,C,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
b61e849e44db16a581f0b65e28ab95dc,Who is a police officer likely to work for?,C,E,C,C,1.0,0.0,0.99999976,9e-08,False,False,False,True,9e-08,0.0,0.0,1.0,0.0,0.0,7e-08,0.0,0.99999976,0.0,9e-08
ba6bd1bdef02d0ebfe5370f92365ae18,"If you have leftover cake, where would you put it?",B,A,B,B,1.0,0.0,0.99999917,4e-08,False,False,False,True,4e-08,0.0,1.0,0.0,0.0,0.0,4e-08,0.99999917,1e-08,4e-08,8.3e-07
dc55d473c22b04877b11d584f9548194,"A human wants to submerge himself in water, what should he use?",A,E,A,E,0.99999964,3.1e-07,3.9e-07,0.99999964,True,True,False,True,0.99999934,0.99999964,0.0,0.0,1e-08,3.1e-07,3.9e-07,0.0,0.0,1e-08,0.99999964
113aaea2b1a27a976547f54e531d99bb,Where is a doormat likely to be in front of?,B,A,B,B,0.99927514,0.00015835,0.99655306,0.0019238,False,False,False,True,0.00176545,0.00015835,0.99927514,3.72e-06,0.00055268,1.012e-05,0.0019238,0.99655306,2.89e-06,0.00149826,2.137e-05
ba640b9634ad6b4ad98b17b4f152e562,Bob the lizard lives in a warm place with lots of water.  Where does he probably live?,B,D,B,D,1.0,0.0,1.1e-07,0.99999189,True,True,False,True,0.99999189,0.0,1.0,0.0,0.0,3e-08,7e-08,1.1e-07,0.0,0.99999189,7.89e-06
750ebdf36a0b3b407be0fe2163e3700b,August needed  money because he was afraid that he'd be kicked out of his house.  What did he need money to do?,B,D,B,D,1.0,0.0,6.5e-07,0.99999917,True,True,False,True,0.99999916,0.0,1.0,0.0,0.0,0.0,1.9e-07,6.5e-07,0.0,0.99999917,3e-08
8f01273422a370a8dbda6bf473a395a0,"He needed more information to fix it, so he consulted the what?",E,B,E,E,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
e6586bba9fe96d38792e6e6d4f2703dc,Where can you put a picture frame when it's not hung vertically?,E,A,B,B,1e-08,0.0,0.00015843,3.9e-07,False,False,False,False,3.9e-07,0.0,1.0,0.0,2e-08,1e-08,3.9e-07,0.99981919,6.5e-07,2.144e-05,0.00015843
6e433471d0e2590b8c73ceef275022b1,James knew that he shouldn't have been buying beer for minors.  He didn't even get paid for it.  Why was this bad?,D,A,D,D,1.0,0.0,1.0,0.0,False,False,False,True,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1bc986f8aea88d6927d8a45367855a94,What is the result of applying for  job?,E,B,E,E,0.99929026,1e-08,0.96266368,0.03732652,False,False,False,True,0.03732652,5e-08,1e-08,0.00070967,0.0,0.99929026,7.59e-06,0.03732652,2.18e-06,1e-08,0.96266368
8d1563697d751a364d688d6701ebdb39,What must someone do before they shop?,A,D,B,D,7.89e-06,1e-08,7.485e-05,0.99992204,True,True,False,False,0.99992204,7.89e-06,0.99999213,0.0,1e-08,3e-08,7.485e-05,8.3e-07,0.0,0.99992204,2.26e-06
91f512273a2da7ae796919069b20d6cf,"Because John was first violin, he had to bring something important to work ever day. What did he need to bring to work?",E,A,E,E,1.0,0.0,0.99999988,1.4e-07,False,False,False,True,1.4e-07,0.0,0.0,0.0,0.0,1.0,1.4e-07,0.0,0.0,0.0,0.99999988
49cda7eedbf63b3f38e59ba72f1ee1f9,What is a place that usually does not have an elevator and that sometimes has a telephone book?,E,B,C,C,3.73e-06,2e-08,0.0011691,1.011e-05,False,False,False,False,1.01e-05,0.0,2e-08,0.99999523,1.07e-06,3.73e-06,4.78e-06,1.011e-05,0.99848108,0.00033495,0.0011691
a588407ecaecf0f30c2241c30b470fe2,Who is likely to be excited about a crab?,C,A,B,A,0.03601431,0.12570229,0.0,1.0,True,True,False,False,0.87429771,0.12570229,0.72336675,0.03601431,0.01701196,0.09789704,1.0,0.0,0.0,0.0,0.0
011096bcfff30fd38046cf9db3a411c5,Where can a human find clothes that aren't pants?,C,E,C,C,1.0,0.0,0.99999976,2e-08,False,False,False,True,2e-08,0.0,0.0,1.0,0.0,0.0,1.9e-07,9e-08,0.99999976,1e-08,2e-08
435a728f45d32faa4b3c4553c966fd6b,"If I was getting drunk, and people couldn't understand me, what might I be having?",B,D,B,B,1.0,0.0,0.99997389,2.9e-06,False,False,False,True,2.9e-06,1e-08,1.0,0.0,0.0,0.0,1.76e-06,0.99997389,1e-08,2.9e-06,2.144e-05
e953dee48c70159ad879143a319ec607,"When a person is beginning work, what are they building?",D,E,D,E,0.95189792,0.00067601,0.02009615,0.66549318,True,True,False,True,0.66481717,0.0473922,3.366e-05,2.9e-07,0.95189792,0.00067601,0.31435671,4.981e-05,4.09e-06,0.02009615,0.66549318
9c784727afd7176b54764055df7a7927,"A child wants to play, what would they likely want?",C,D,C,D,1.0,0.0,1.301e-05,0.99989904,True,True,False,True,0.99989904,0.0,0.0,1.0,0.0,0.0,7.484e-05,9e-08,1.301e-05,0.99989904,1.301e-05
b47d912136e3304cb5e5890b6b879551,Talking to the same person about the same thing over and over again is something someone can what?,D,B,D,D,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
49b4c9e1bd7946a819e173ce8fa4c7c9,The teacher doesn't tolerate noise during a test in their what?,E,C,E,E,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
950af0b765c298960ce3dada66df8db1,"The freeway had no traffic and few buildings, where is it?",B,D,B,D,0.99999893,0.0,3e-08,0.99999988,True,True,False,True,0.99999988,2.4e-07,0.99999893,6.5e-07,0.0,2.4e-07,5e-08,3e-08,0.0,0.99999988,3e-08
63cf1adb5fe302b9867ead8bc8103d0b,Where would you go if you wanted to have fun with a few people?,D,B,D,D,1.0,0.0,0.99999988,0.0,False,False,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99999988,9e-08
ede4d302fc2ffe07703158f83c1493f2,"If there is a place that is hot and arid, what could it be?",B,D,C,C,0.0,0.0,5e-08,0.00033535,False,False,False,False,0.00033534,0.0,0.0,0.99999952,0.0,0.0,3.9e-07,5e-08,0.99965394,0.00033535,1.013e-05
74ad13a03634e79c85382f1b90969b74,What is likely to satisfy someone's curiosity?,A,B,B,B,0.00148009,0.98446886,1.37e-06,0.99944575,False,False,False,False,0.01497688,0.00148009,0.98446886,6.4e-07,7.77e-06,0.01404269,1.37e-06,0.99944575,0.0,0.0,0.00055278
49e466b1782aa4837dae53ff891fcdee,If you are in a bar in a glove shaped state where are you?,B,C,B,B,0.99999893,0.0,0.9999249,2e-08,False,False,False,True,1e-08,0.0,0.99999893,0.0,0.0,1.07e-06,1.3e-07,0.9999249,2e-08,1.4e-07,7.485e-05
a8a8ae7792901c7179ff5538c701af1f,Where would a computer user be using their own computer?,E,B,E,E,0.99999928,0.0,0.99999988,1.1e-07,False,False,False,True,1.1e-07,0.0,0.0,4e-08,3.9e-07,0.99999928,0.0,1.1e-07,0.0,1e-08,0.99999988
2ffa3808ce26181926990b454e429c85,Crabs live in what sort of environment?,C,B,C,C,1.0,0.0,0.93020054,0.05946573,False,False,False,True,0.05946573,0.0,0.0,1.0,0.0,0.0,0.01033359,0.05946573,0.93020054,3e-08,8e-08
4319eaa36d256a92b72445c0392f9c94,Where can you find a snake in tall grass?,D,E,E,E,7.485e-05,0.99992502,0.0,1.0,False,False,False,False,7.498e-05,0.0,0.0,0.0,7.485e-05,0.99992502,0.0,0.0,0.0,0.0,1.0
ec79ef747bb89281923edb89ba26786d,What is a place that has a bench nestled in trees?,A,E,A,E,1.0,0.0,0.00116951,0.9988299,True,True,False,True,0.9988299,1.0,0.0,0.0,0.0,0.0,0.00116951,7e-08,0.0,5e-07,0.9988299
2d33cde5e3987adc8fa2bca0af4dd3dd,Where is a human likely to go as a result of being hungry?,A,D,E,D,0.03732688,1.4e-07,0.08494892,0.80597291,True,True,False,False,0.80597278,0.03732688,1.8e-07,1e-08,1.4e-07,0.96267285,0.08494892,1.42e-06,1.5e-07,0.80597291,0.10907657
cc46d936bf69d69a3863b0cb85d75c17,He was beginning to regret taking the fight when he saw how what his opponent was?,D,B,D,B,0.9999975,5e-08,0.00015804,0.99732449,True,True,False,True,0.99732444,1.07e-06,5e-08,1.37e-06,0.9999975,2e-08,0.00247212,0.99732449,7e-08,0.00015804,4.528e-05
46bc1a50eeead10509a43a048e01194e,Where would you find a single shower curtain being used?,A,D,D,D,0.0,1.0,0.0,1.0,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4336a8c55b7cb17275d1c60206cd2f18,Where is a good idea but not required to have a fire extinguisher?,C,A,E,A,5.463e-05,0.01336712,6.2e-07,0.95255554,True,True,False,False,0.93918843,0.01336712,0.2090969,5.463e-05,0.2090969,0.5683843,0.95255554,9.65e-06,6.2e-07,7.52e-06,0.04742495
a287575d3ba4b9f958536fc14a1f5b5a,What continent has the most castles?,D,B,D,D,0.9241412,1e-08,0.94983076,0.0023544,False,False,False,False,0.00235438,6.8e-07,1e-08,1e-08,0.9241412,0.07585814,0.00052534,0.0023544,1.8e-07,0.94983076,0.04728929
f481dc35b0a97a20dc5cdfe1a59746e2,If you have to read a book that is very dry and long you may become what?,E,A,E,E,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
c1c7a9efa379b8a7024a71cf364a144c,Sally used a clipboard to hold her papers while she read off names at the beginning of the day.  Where might she work?,E,C,E,E,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
821b32d39f57396979069b948030afe9,The kids didn't clean up after they had done what?,D,E,D,E,0.90405794,1.176e-05,1.37e-06,0.99999809,True,True,False,False,0.99998633,0.00064204,0.09528701,1.24e-06,0.90405794,1.176e-05,5e-07,0.0,0.0,1.37e-06,0.99999809
c68b4082a6872cf8198502651d0f3352,"Despite the name a pawn can be quite versatile, all the parts are important in a what?",A,D,A,D,1.0,0.0,0.02931215,0.97068508,True,True,False,True,0.97068507,1.0,5e-08,1e-08,0.0,1e-08,0.02931215,1.33e-06,1.1e-07,0.97068508,1.33e-06
dd11fea36d89aa09f9a6069545ba4c9c,What would not be true about a basketball if it had a hole in it but it did not lose its general shape?,C,A,C,E,0.99955174,1.07e-06,6.03e-06,0.01798588,True,False,True,True,0.01798481,1.07e-06,1.669e-05,0.99955174,1e-08,0.00043055,0.01798588,4.7e-06,6.03e-06,7.75e-06,0.98199559
7792b2c6518ecf9775efba6d41253312,"If you are awaking multiple times throughout the night because a lot is on your mind, what is a likely cause?",B,C,B,B,0.9999938,0.0,0.9875573,0.00025801,False,False,False,True,0.00025801,0.0,0.9999938,0.0,0.0,6.14e-06,0.00115631,0.9875573,0.00025801,5.757e-05,0.01097077
1feb4c2a0e8ed638259f5d27b16eae9a,Where does a wild bird usually live?,C,D,B,D,2.26e-06,0.0,1.76e-06,0.99998426,True,True,False,False,0.99998426,3e-08,0.99999774,2.26e-06,0.0,4e-08,1.37e-06,7.89e-06,1.76e-06,0.99998426,4.79e-06
2de08c7a518b7c226e19bdc8fc10ef1d,Where would you expect to find white mice?,E,B,E,E,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ea8664e77205224154f8519f922220e1,John felt that his actions were fate.   Harry said that he could have always made a different what?,B,E,B,B,0.99682733,0.0,0.93960949,0.0003152,False,False,False,True,0.0003152,0.00317268,0.99682733,1e-08,0.0,0.0,0.06006723,0.93960949,6.1e-07,7.41e-06,0.0003152
a64d45cecde84fdcf5f0a79805a0c6fe,What could committing murder prevent someone from doing?,C,E,E,E,2.8e-07,0.9240166,0.0,1.0,False,False,False,False,0.0759834,0.0758479,5.68e-06,2.8e-07,0.00011403,0.9240166,5e-08,0.0,0.0,0.0,1.0
60e92cd2f35c345872d1a898e1718d55,"George didn't have a car, but he still had his two feet.   His socks were smelly and his soles were blistered, but that didn't matter.  He could still do what?",B,E,B,B,1.0,0.0,0.99999988,0.0,False,False,False,True,0.0,3e-08,1.0,0.0,0.0,0.0,9e-08,0.99999988,0.0,0.0,0.0
08f3c187908646997b9080c7e9ea7da4,A crane uses many a steel cable when working a what?,D,B,B,B,8.3e-07,0.99999869,2.144e-05,0.99996042,False,False,False,False,-3.826e-05,4e-08,0.99999869,1.4e-07,8.3e-07,3.9e-07,6.14e-06,0.99996042,1.76e-06,2.144e-05,1.013e-05
9aff72f0c480c2b4edde45bd2e7e4870,What is the main purpose of farmers?,E,C,E,E,1.0,0.0,1.0,1e-08,False,False,False,True,1e-08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1e-08,0.0,1.0
fd243c96edec5b1b8520d5bfeddc6622,Where can I put this penny to save for later?,A,C,A,A,0.99999893,0.0,0.99655413,0.00247021,False,False,False,True,0.00247021,0.99999893,2e-08,0.0,0.0,0.0,0.99655413,2.137e-05,0.00247021,4.524e-05,0.00090874
f5ec4fdfd0e37e733bfc1606b986f1e2,Where would you put uncooked crab meat?,E,B,E,E,1.0,0.0,0.99999678,2.9e-06,False,False,False,True,2.9e-06,0.0,0.0,0.0,0.0,1.0,3.1e-07,2.9e-06,0.0,0.0,0.99999678
e3c6d147f8a727d314046e70e9579ba0,"The man had a fear of illness, so he never visited friends who were a what?",A,D,A,D,0.99998415,1.76e-06,3.536e-05,0.9999609,True,True,False,True,0.99995914,0.99998415,7.89e-06,2e-08,1.76e-06,4.79e-06,3.536e-05,0.0,0.0,0.9999609,3.73e-06
8ce13c6e08bf38d4cd4af756b661e47c,Where would you put pans if you want to bring them with you?,D,E,D,D,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0f4159e80f8dbf682819215bbf0f5b5a_1,"If you're remembering something, it's because of your what of it to begin with?",B,E,A,A,3.1e-07,0.0,4.501e-05,0.0085771,False,False,False,False,0.00857709,0.99995423,3.1e-07,0.0,0.0,0.0,0.99137749,4.501e-05,0.0,7e-08,0.0085771
1a8b3c2a46efabcbd506f9cf70886ed0,Which large land mass is home to the most monkeys?,E,C,E,E,0.99999964,0.0,1.0,0.0,False,False,False,True,0.0,3.9e-07,0.0,0.0,0.0,0.99999964,0.0,0.0,0.0,0.0,1.0
db0cfd52ca6b2bbfcf26d1a898fd929b,Friday was James's 5th Anniversary.  They planned on going to bed early so that they could spend a long time doing what?,C,B,C,C,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
400fb2e196e71abb70e5b3f9aab4b9ee,"The teens were trying to hide that they get drink, but when they walked in the door their what gave it away?",C,B,C,C,1.0,0.0,1.0,0.0,False,False,False,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3fb36127a61903029a363911a1d2b1e9_1,You'll find a landing at the top of what?,C,E,D,E,0.0,3.9e-07,0.0,0.99999881,True,True,False,False,0.99999842,6.5e-07,0.0,0.0,0.99999905,3.9e-07,9e-08,0.0,0.0,1.07e-06,0.99999881
8494b0b95533dcedbd76ae2916c481d4,"Anybody could be hired in the kitchen, what was needed of them?",D,A,D,D,1.0,1e-08,0.99142189,0.00857748,False,False,False,True,0.00857747,1e-08,0.0,0.0,1.0,0.0,0.00857748,2e-08,1e-08,0.99142189,6.4e-07
1531f1523f5fd24bbdb42c311dbf90e8,Where can you find a number of wind instruments together in public?,E,A,E,E,1.0,0.0,0.99966466,0.00033535,False,False,False,True,0.00033535,0.0,0.0,0.0,0.0,1.0,0.00033535,0.0,0.0,0.0,0.99966466
716ce4404a84b42dd64e561390c4b53b,A mountie got off at a subway stop.  What city might he be in?,E,A,D,D,5e-07,0.0,0.14803505,8.188e-05,False,False,False,False,8.187e-05,0.0,0.0,0.0,0.99999952,5e-07,8.188e-05,1.8e-07,8e-08,0.85188285,0.14803505
5169f7ae0781b15161551de3a189ebef,What do you want someone to do when you illustrate point?,E,B,C,C,0.0,0.0,0.0,3e-08,False,False,False,False,2e-08,0.0,0.0,1.0,0.0,0.0,1e-08,3e-08,1.0,0.0,0.0
ef22ef7aeec70aaa688720f805c1cf38,Billy set aside a block of time for having fun after work. Why might he do this?,B,C,B,C,1.0,2e-08,0.18203296,0.81581517,True,True,False,True,0.81581515,1e-08,1.0,2e-08,1e-08,1e-08,0.0020222,0.18203296,0.81581517,2.885e-05,0.00010068
514310637fb43a252bfadc8cbf79b277,"The man in the white suit was very lazy.  He did nothing useful.  Meanwhile, the ban in the blue had put in effort and was very what?",D,E,D,D,0.99999976,0.0,0.99999988,0.0,False,False,False,True,0.0,2.4e-07,5e-08,0.0,0.99999976,0.0,1.1e-07,1e-08,0.0,0.99999988,0.0
